210397,揭秘华芳纺织(600273)行贿造假内幕 23日双方将当庭对质[季报]东江环保(002672)董事长被调查 季报延迟披露,不能履职,东江环保
200214,赛维创始人彭小峰被诉个人破产 诉方来自建行投资部门酒鬼酒(000799)子公司1亿存款被盗,资金账户风险,酒鬼酒
208079,银监会银行监管三部副主任张霄岭离职 或任华夏基金副总绵石投资(000609)回应董事长内幕交易案影响:未受影响步森股份(002569)股东计划减持不超10%公司股份,交易违规,绵石投资
213064,股权众筹项目退出渠道拓宽 调果师拟登陆新三板摩根大通调降通用电气评级至中性,评级调整,通用电气
212283,太平洋(601099)两股东再次减持2010万股翠微股份(603123)重组计划遭否决,重组失败,翠微股份
206276,宏源证券(000562)领涨券商 减持粤水电为年报机构动向:买入东方通(300379)信(600776) 卖出开元仪器(300338)四川圣达(000835)大股东变更为长城影视(002071) 筹划重组继续停牌,实控人股东变更,四川圣达
212892,79.3亿身家辽人大代表方威被罢免 已失联近一个月正式提起诉讼  ST大唐(600198)虚假陈述索赔案启动,信批违规,ST大唐
210939,华银电力(600744)变卖资产实现扭亏 大幅盈利持续性待考经纬电材(300120)股东减持500万股 占比2.43%恒顺电气(300208):预计上半年经营业绩同比下滑,业绩下滑,恒顺电气
209753,中油国际党委书记沈定成“失联”锐奇股份(300126)“祸不单行” 去年净利下降九成信披违规或暂停上市,不能履职,中油国际
213055,仁和药业(000650)去年5月已被报道称涉及质量问题估值泡沫和万福生科(300268)财务造假,财务造假,万福生科
208129,澳柯玛(600336)拟退出锂离子电池项目联合资信下调太原重工(600169)评级鹏博士6.7亿海外并购亏损资产 董监高集体抛出减持计划,评级调整,太原重工
212826,澳新银行将继续出售亚洲部分银行股权日本三菱综合材料承认数据造假 股价暴跌*ST长油(600087)回应:不存在恶意退市,财务造假,日本三菱
102510, 本院认为本院认为，被告人雷明、汪丽星、刘某甲明知占某的华大仁通（北京）口腔医院管理有限公司无融资资质，为帮助占某融资而成立黄石永兴投资有限公司进行融资，也明知该公司不得通过吸收公众存款和集资活动筹集资金进行投资，仍然以黄石永兴投资有限公司为融资平台以承诺高息回报的方式向公众进行融资，扰乱金融秩序，并最终给存款人造成经济损失共计人民币3261866元，三被告人的行为均已构成非法吸收公众存款罪，应当以非法吸收公众存款罪对三被告人定罪处罚,涉嫌非法集资,黄石永兴投资有限公司
105773,2月28日消息，深圳市人民检察院在其微信公众号上发布关于“钱昱龙涉嫌集资诈骗案被害人权利义务告知书”，称云之道（深圳）网络科技有限公司董事长钱昱龙涉嫌集资诈骗案已于近日由深圳市公安局南山分局报送市检审查起诉,高管负面,云之道（深圳）网络科技有限公司
101804, 据联合调查组介绍，经前期工作发现，权健公司在经营活动中，涉嫌传销犯罪和涉嫌虚假广告犯罪，公安机关已于2019年1月1日依法对其涉嫌犯罪行为立案侦查,涉嫌传销,权健公司
103562, 九有股份：实控人因涉嫌非法吸收公众存款罪被逮捕九有股份(600462)10月8日晚间公告，公司实控人、董事长兼总经理韩越因涉嫌非法吸收公众存款罪，于9月26日被上海市公安局奉贤分局执行逮捕,高管负面,九有股份
209702,沃尔沃向质检总局备案:召回23辆进口牵引车及底盘车””卖裘皮大衣””的华斯股份(002494)披露半年报 净利873万同比降13%松芝股份(002454)控股股东减持597万股,业绩下滑,华斯股份
205133,科伦药业(002422)信披违规被罚30万龙韵股份(603729)股东许龙拟减持不超过100万股,信批违规,科伦药业
202810,钢研高纳(300034)2014年年报延至4月11日披露蓝英装备(300293)遭股东减持500万股,信批违规,钢研高纳
207213,华锐风电(601558)前董事长被谴责 上交所称公司财务造假四海股份(000611)信披违规遭责令整改,信批违规,四海股份
211909,吉林制药(000545)停牌核查消息被疑泄密蓝深环保财务负责人黄东玉辞职阿玛尼等国际大牌频登黑榜 罚得不够狠企业无所畏惧,交易违规,吉林制药
104935, [[+_+]]西安市人民检察院指控：自2011年1月至2012年7月24日以来，被告人李某乡、李某、冯某强、杨某红等人分别以西安久安创投公司及久安公司第一分公司、陕西长治能源公司、陕西协和学院、久安老年公寓的名义面向社会不特定群众非法集资,涉嫌非法集资,西安久安创投公司
200612,华天酒店(000428)“六宗罪”被责令整改 关联交易未经董事会亦未披露鼎捷软件(300378)股东计划减持不超过401.49万股,信批违规,华天酒店
207041,新西兰总理称将赴华就恒天然奶粉污染事件道歉置信电气(600517)拟定增6041万股 大股东将变更,实控人股东变更,置信电气
205653,长江证券(000783)一监事违规买卖自家股票亏23.37万秦岭水泥(600217)董事、总经理刘伟杰因个人原因辞职,交易违规,长江证券
106201,[[+_+]]我们可以看看一些投诉网站，我们可以在上面看到目前汽车投诉基本上都是新能源汽车，特别是荣威RX5和众泰E200还有比亚迪秦，可以说是投诉的重灾区，而且北汽旗下的电动车也经常有投诉，基本上都是因为电池故障和电动机问题,投诉维权,荣威
210293,三菱油耗造假丑闻发酵:违规车型或已售出200万辆三联商社(600898)重大资产重组事项被否,重组失败,三联商社
211992,股民举报*ST长油(600087)涉嫌恶意退市精诚铜业(002171)大股东拟半年减持12%股份*ST烯碳实控人变更,实控人股东变更,*ST烯碳
207969,诺基亚两公司股权遭境内股东抛售美菱电器(000521)秘邀机构看新品 被指涉嫌内幕交易金锣氨气污染事发近2个月 至今仍未公布检测结果,交易违规,美菱电器
203840,TCL集团(000100)预计2015净利下滑19% 彩电业务有望盈利*欣泰(300372)再发退市风险警示青青稞酒(002646)董事长:目前尚未考虑减持股票,业绩下滑,TCL集团
206073,三机构卖出中钨高新(000657)紫鑫药业(002118)首季净利降87%机构股东出逃,业绩下滑,紫鑫药业
200006,经济转型催生并购 掘金重组失败股川润股份(002272)大股东拟大幅减持,重组失败,掘金
205541,珠宝商刚泰控股涉虚开增值税发票案 比这更严重的是业绩造假送转方案后文科园林离任高管抛清仓减持计划,财务造假,刚泰控股
211255,泸州老窖(000568)1.5亿农行存款丢失 疑涉融资营销四角链金力泰(300225)实际控制人减持574万股,资金账户风险,泸州老窖
209026,宝马将召回35万辆问题汽车 刹车制动液存泄漏隐患3家公司临停 宝利国际因未能及时披露年报及一季报数造科技财务负责人李涛辞职,信批违规,宝利国际
205145,高乐股份(002348)伪手游业务澄而不清 实际控制人借机套现超5亿元熊猫金控(600599)30亿元定增前股价两涨停 内幕交易还是巧合,交易违规,熊猫金控
208596,秦岭水泥(600217)遭二股东累计减持0.5097%股份快鹿承诺将兜底金鹿财行 承认原总裁张伯伟失联*ST罗顿(600209) 资金出逃 放量收阴,不能履职,快鹿
209963,窗口期违规买卖股票 皖江物流(600575)监事辞职*ST联合(600358)重组流产 大股东退意已决,重组失败,*ST联合
213098,快播CEO王欣在韩国被抓 公司经营额达数亿元ST慧球(600556)股权之争升级:举牌方提罢免董事等14项议案,不能履职,快播
212511,卧龙地产(600173)两“掌舵人”齐辞职 疑为儿女铺路安诺其(300067)实控人增持45万股 承诺不减持因信息披露违规、报告不实等 白茶股份遭警示,信批违规,白茶股份
202826,顺灏股份控股股东及一致行动人拟减持不超1.973%股份穆迪下调葡萄牙评级 欧元大幅下跌九牧“铅超标”丑闻中推无铅,评级调整,葡萄牙
103733, 此次姜桂芝们反应的情况则显示，上海凯晨实业涉嫌非法集资情况的关联公司不仅是已经被查处的康乐福公司，还有福乐康,涉嫌非法集资,福乐康
103300, 5—?于欢家人非法吸储案维持原判1日，山东省聊城市中级人民法院公开宣判山东源大工贸有限公司、于西明、于家乐、苏银霞、山东赛雅服饰有限公司、张振永、程笑、樊正安非法吸收公众存款案，裁定驳回上诉，维持原判,投诉维权,山东源大工贸有限公司
103689, 　　关于“国金宝”案件的具体情况如下：　　一、2019年1月，浦东公安分局以涉嫌非法吸收公众存款罪将上海银河惠理金融信息服务有限(“国金宝”)先后三任实际控制人胡某某、董某某、陈某某以及管理人员江某某等7人移送上海市浦东新区人民检察院审查起诉,高管负面,上海银河惠理金融信息服务有限
106161,近年来，IGOFX、万象国际外汇、恒星外汇等相继跑路，投资者损失惨重,失联跑路,IGOFX
105269,前述所有平台都是民营系平台；资金链断裂后发布的公告往往以类似于“受到平台所在地同行业机构跑路影响，加上借款人逾期，所以限制提现”开头，永远不是自身出问题（见下图）；一般涉嫌自融，比如飞速贷、好借好贷；一般有第三方担保，但P2P平台出事后担保公司并不会兜底，比如飞速贷与武汉天诚担保合作，但双方合作的时候天诚担保的老板谢义明已经负债累累，而天诚担保老板在公司破产后躲进了派出所；一般有第三方支付资金托管，如好借好贷通过汇潮天下进行资金托管；不专注于某一种业务，业务条线跨越车辆质押、房产抵押和信用贷等种类；绝大多数都只有A轮融资，参与的风投无一是上市公司或者国际知名风投机构……风险投资的价值本应该是助力缺钱的创业者，但在有增信需求的P2P领域却成了大小平台必抱的大腿,资产负面,天诚担保
212174,*ST祥龙(600769) 重组告吹三跌停 本地资金坚守建设银行(601939):美银减持H股股份是为补充自身资本,重组失败,*ST祥龙
202666,山寨北京华联河北沧州高调招商吉恩镍业(600432)重组告吹后再“画饼” 上交所发问询函,重组失败,吉恩镍业
106200,[[+_+]]我们可以看看一些投诉网站，我们可以在上面看到目前汽车投诉基本上都是新能源汽车，特别是荣威RX5和众泰E200还有比亚迪秦，可以说是投诉的重灾区，而且北汽旗下的电动车也经常有投诉，基本上都是因为电池故障和电动机问题,投诉维权,众泰
206282,万讯自控(300112)遭副总经理王洪减持319.39万股惠而浦(600983)第2大股东变更为合肥产投控股,实控人股东变更,惠而浦
210655,联合调降沃森生物(300142)评级至A+长乐情监事辞职 不持有公司股份,评级调整,沃森生物
102600, [[+_+]]暴雷潮不断上演“监管救市”戏码6月15日，知名P2P平台唐小僧发布系统升级公告，随后被上海警方以“非法吸收公众存款罪”立案调查；之后暴雷引起了连锁反应，联璧金融、小诸葛金服等P2P平台相机；7月16日，永利宝APP老板跑路，官方APP和微博先后向用户发出“维权”信号，P2P暴雷事件再次进入大众视线，一时间暴雷潮消息不断，甚至波及到了四个交易“百亿级”的平台，包括钱爸爸、牛板金、银票网、投融家,涉嫌非法集资,永利宝APP
104679, 目前，“善林金融”法定代表人周伯云、执行总裁田景升、“幸福钱庄”负责人陶剑勇等8人因涉嫌非法吸收公众存款罪已经上海浦东新区人民检察院批准被执行逮捕,高管负面,善林金融
